GRB,model,episode,t_start_s,t_end_s,t_mid_s,duration_s,Y_value,Y_err,y_label
GRB080916009,CPL,-0.128_15.040,-0.128,15.04,7.4559999999999995,15.168,776.805908203125,49.70381546020508,$E_{\rm peak}$ (keV)
GRB080916009,CPL,1.28_15.040,1.28,15.04,8.16,13.76,842.7088012695312,68.55524444580078,$E_{\rm peak}$ (keV)
GRB080916009,CPL,1.280_64.256,1.28,64.256,32.768,62.976,571.7607421875,26.57589340209961,$E_{\rm peak}$ (keV)
GRB080916009,CPL,15.040_52.928,15.04,52.928,33.983999999999995,37.888,513.2982177734375,32.2994384765625,$E_{\rm peak}$ (keV)
GRB080916009,CPL,52.928_60.992,52.928,60.992,56.959999999999994,8.064,267.9520568847656,45.06229782104492,$E_{\rm peak}$ (keV)
GRB080916009,CPL,60.992_64.256,60.992,64.256,62.623999999999995,3.264000000000003,374.82305908203125,146.7029571533203,$E_{\rm peak}$ (keV)
GRB080916009,CPL,60.992_67.904,60.992,67.904,64.448,6.911999999999999,313.50103759765625,97.4474868774414,$E_{\rm peak}$ (keV)
