grb_name,episode,model_name,z,z_source,H0,Om0,Y_ratio,e_min_keV,e_max_keV,kt_bb_keV,kt_bb_err_lower_keV,kt_bb_err_upper_keV,f_bb,f_bb_err_lower,f_bb_err_upper,script_R,Gamma,Gamma_err_lower,Gamma_err_upper,r0_cm,r0_err_lower_cm,r0_err_upper_cm,r_ph_cm,r_ph_err_lower_cm,r_ph_err_upper_cm,r_s_cm,r_s_err_lower_cm,r_s_err_upper_cm,saturated_fraction,n_samples,seed
GRB131014A,T90,BAND_BB,0.9786708907438301,swept,69.6,0.286,1.0,1.0,10000.0,34.921498789002435,0.7910600461204069,0.8093861996545968,0.0784008916665467,0.0045642655736851945,0.0047678407687829355,1.9357096719077276e-18,390.5372675709874,2.991047662723531,3.131183535292223,131566423.28720865,11461985.09815225,12254977.020779729,3667064494567.2876,85900511157.68066,83383161144.53271,51398171683.21277,4435201321.557091,4693499108.907654,0.0,10000,12345
GRB131014A,T90,BAND_BB,1.077217345015942,swept,69.6,0.286,1.0,1.0,10000.0,34.921498789002435,0.7910600461204069,0.8093861996545968,0.0784008916665467,0.0045642655736851945,0.0047678407687829355,1.9357096719077276e-18,412.24657098979685,3.157314922322257,3.3052407100412893,134489952.41874444,11716681.14067161,12527294.08642143,3956925635323.0654,92690470863.20361,89974138272.14746,55460912520.99434,4785779424.683609,5064494221.717842,0.0,10000,12345
GRB131014A,T90,BAND_BB,1.1856868528308275,swept,69.6,0.286,1.0,1.0,10000.0,34.921498789002435,0.7910600461204069,0.8093861996545968,0.0784008916665467,0.0045642655736851945,0.0047678407687829355,1.9357096719077276e-18,435.6714894537417,3.3367217381092473,3.493053052423022,136859262.56547856,11923093.96938768,12747987.487350494,4255438638280.4873,99683099320.99268,96761844860.40332,59644919264.9192,5146821688.101715,5446562907.843674,0.0,10000,12345
GRB131014A,T90,BAND_BB,1.3050786078412682,swept,69.6,0.286,1.0,1.0,10000.0,34.921498789002435,0.7910600461204069,0.8093861996545968,0.0784008916665467,0.0045642655736851945,0.0047678407687829355,1.9357096719077276e-18,460.95119423294074,3.530333995306819,3.6957363862671286,138632868.78492114,12077609.441871569,12913193.038433522,4560706782069.855,106833966078.45312,103703152509.50293,63923607160.14069,5516034085.857391,5837277541.57206,0.0,10000,12345
GRB131014A,T90,BAND_BB,1.4364924166768323,swept,69.6,0.286,1.0,1.0,10000.0,34.921498789002435,0.7910600461204069,0.8093861996545968,0.0784008916665467,0.0045642655736851945,0.0047678407687829355,1.9357096719077276e-18,488.235139989057,3.739296337598148,3.914488983837998,139780076.27035356,12177553.445622504,13020051.619983226,4870631840776.477,114093920465.10645,110750350929.69531,68267567131.37443,5890878878.468941,6233952590.2445755,0.0,10000,12345
GRB131014A,T90,BAND_BB,1.5811388300841898,swept,69.6,0.286,1.0,1.0,10000.0,34.921498789002435,0.7910600461204069,0.8093861996545968,0.0784008916665467,0.0045642655736851945,0.0047678407687829355,1.9357096719077276e-18,517.6839174810034,3.964838697832306,4.150598402513424,140282219.82141364,12221299.879975453,13066824.630342692,5182965277288.479,121410290790.13281,117852311995.85547,72645283317.1777,6268636529.701073,6633710136.9479065,0.0,10000,12345
GRB131014A,T90,BAND_BB,1.7403502942142053,swept,69.6,0.286,1.0,1.0,10000.0,34.921498789002435,0.7910600461204069,0.8093861996545968,0.0784008916665467,0.0045642655736851945,0.0047678407687829355,1.9357096719077276e-18,549.4701718579082,4.20828333104771,4.405448847318894,140133366.07645676,12208331.834148318,13052959.39650625,5495366630644.008,128728252058.43066,124955817382.03223,77023951436.49318,6646476324.259186,7033554610.850113,0.0,10000,12345
GRB131014A,T90,BAND_BB,1.9155934247786435,swept,69.6,0.286,1.0,1.0,10000.0,34.921498789002435,0.7910600461204069,0.8093861996545968,0.0784008916665467,0.0045642655736851945,0.0047678407687829355,1.9357096719077276e-18,583.7795793826444,4.471052295004938,4.680529001935611,139340428.65184933,12139251.618105844,12979099.89896357,5805465359880.436,135992274654.7666,132006964791.33887,81370345602.08603,7021531166.016159,7430451941.535416,0.0,10000,12345
GRB131014A,T90,BAND_BB,2.0,swept,69.6,0.286,1.0,1.0,10000.0,34.921498789002435,0.7910600461204069,0.8093861996545968,0.0784008916665467,0.0045642655736851945,0.0047678407687829355,1.9357096719077276e-18,600.0740054895507,4.595848080630276,4.811171690814717,138778960.73584223,12090336.881917268,12926801.020293385,5943461331108.482,139224812419.98633,135144771700.17676,83304519552.74295,7188433033.945389,7607073860.498444,0.0,10000,12345
GRB131014A,T90,BAND_BB,2.108482517142911,swept,69.6,0.286,1.0,1.0,10000.0,34.921498789002435,0.7910600461204069,0.8093861996545968,0.0784008916665467,0.0045642655736851945,0.0047678407687829355,1.9357096719077276e-18,620.8118768759798,4.754675334495232,4.977440282404245,137922698.19095743,12015739.820719153,12847042.997318089,6110922249544.494,143147562759.91113,138952564218.70215,85651678990.14963,7390971846.081589,7821408152.306168,0.0,10000,12345
GRB131014A,T90,BAND_BB,2.320794416806389,swept,69.6,0.286,1.0,1.0,10000.0,34.921498789002435,0.7910600461204069,0.8093861996545968,0.0784008916665467,0.0045642655736851945,0.0047678407687829355,1.9357096719077276e-18,660.7819410600118,5.0607981478189,5.297905490900234,135910839.24935436,11840467.919028103,12659644.99346286,6409486780536.236,150141398255.23438,145741442471.7578,89836407959.37442,7752076431.066772,8203542789.4900055,0.0,10000,12345
GRB131014A,T90,BAND_BB,2.5544848872534636,swept,69.6,0.286,1.0,1.0,10000.0,34.921498789002435,0.7910600461204069,0.8093861996545968,0.0784008916665467,0.0045642655736851945,0.0047678407687829355,1.9357096719077276e-18,703.9209187052836,5.391191042357946,5.643777876837476,133345446.94531044,11616972.534528106,12420687.188349336,6699047534357.4,156924321435.69434,152325589282.58594,93894938525.08157,8102291225.467407,8574153435.157013,0.0,10000,12345
GRB131014A,T90,BAND_BB,2.8117066259517456,swept,69.6,0.286,1.0,1.0,10000.0,34.921498789002435,0.7910600461204069,0.8093861996545968,0.0784008916665467,0.0045642655736851945,0.0047678407687829355,1.9357096719077276e-18,750.4774123686485,5.747758015908289,6.017050643675702,130275283.61963189,11349501.812070265,12134711.63268575,6977673586069.955,163451100634.53516,158661098517.13477,97800206529.65411,8439280835.169266,8930768686.230133,0.0,10000,12345
GRB131014A,T90,BAND_BB,3.0948290944563026,swept,69.6,0.286,1.0,1.0,10000.0,34.921498789002435,0.7910600461204069,0.8093861996545968,0.0784008916665467,0.0045642655736851945,0.0047678407687829355,1.9357096719077276e-18,800.7187299668437,6.132546326916213,6.419866967539747,126755327.52203634,11042845.42263028,11806839.368528992,7243645794937.365,169681465202.51367,164708879674.19238,101528116217.24843,8760966012.513123,9271188203.575058,0.0,10000,12345
GRB131014A,T90,BAND_BB,3.4064603452898052,swept,69.6,0.286,1.0,1.0,10000.0,34.921498789002435,0.7910600461204069,0.8093861996545968,0.0784008916665467,0.0045642655736851945,0.0047678407687829355,1.9357096719077276e-18,854.9322090912553,6.547756637142584,6.854530615086446,122844762.6991223,10702159.443596303,11442583.193999812,7495477786898.746,175580597019.6377,170435134993.17383,105057834327.56047,9065549033.949509,9593509567.602417,0.0,10000,12345
GRB131014A,T90,BAND_BB,3.7494710466622787,swept,69.6,0.286,1.0,1.0,10000.0,34.921498789002435,0.7910600461204069,0.8093861996545968,0.0784008916665467,0.0045642655736851945,0.0047678407687829355,1.9357096719077276e-18,913.4266286986995,6.9957538235249785,7.323517261918937,118605024.76684529,10332796.107680872,11047665.633455053,7731927147457.801,181119392687.13086,175811613962.4502,108371946977.17566,9351527237.492569,9896142604.11702,0.0,10000,12345
