grb_name,episode,model_name,t_start_s,t_stop_s,e_min_keV,e_max_keV,frame,kt_bb_keV,kt_bb_err_keV,f_bb,f_bb_err_lower,f_bb_err_upper,flux_bb_erg_cm2_s,flux_bb_err_lower_erg_cm2_s,flux_bb_err_upper_erg_cm2_s,flux_total_erg_cm2_s,flux_total_err_lower_erg_cm2_s,flux_total_err_upper_erg_cm2_s,bb_fraction_captured_in_band,z,z_source,H0,Om0,e_min_keV_rest,e_max_keV_rest,f_bb_rest,f_bb_rest_err_lower,f_bb_rest_err_upper,bb_fraction_captured_in_band_rest,n_samples,seed
GRB131014A,T90,BAND_BB,0.96,4.16,1.0,10000.0,observer,34.91935729980469,0.7959309220314026,0.07842369799066906,0.004657820768899812,0.004783758550541792,5.726076033298904e-06,3.4148050061248674e-07,3.451236134004945e-07,7.298916408068275e-05,5.412341175593152e-07,5.572489407931793e-07,0.9999988059388637,0.9786708907438301,swept,69.6,0.286,1.0,10000.0,0.08047240412081991,0.004725603954532309,0.004888771556850732,0.9999998437830377,10000,668559939
GRB131014A,T90,BAND_BB,0.96,4.16,1.0,10000.0,observer,34.91935729980469,0.7959309220314026,0.07842369799066906,0.004657820768899812,0.004783758550541792,5.726076033298904e-06,3.4148050061248674e-07,3.451236134004945e-07,7.298916408068275e-05,5.412341175593152e-07,5.572489407931793e-07,0.9999988059388637,1.077217345015942,swept,69.6,0.286,1.0,10000.0,0.08068302267410898,0.004747084695953974,0.004894816053637105,0.9999998647478944,10000,668559939
GRB131014A,T90,BAND_BB,0.96,4.16,1.0,10000.0,observer,34.91935729980469,0.7959309220314026,0.07842369799066906,0.004657820768899812,0.004783758550541792,5.726076033298904e-06,3.4148050061248674e-07,3.451236134004945e-07,7.298916408068275e-05,5.412341175593152e-07,5.572489407931793e-07,0.9999988059388637,1.1856868528308275,swept,69.6,0.286,1.0,10000.0,0.08090577533393953,0.0047628292522378934,0.0049089080272068375,0.9999998836674969,10000,668559939
GRB131014A,T90,BAND_BB,0.96,4.16,1.0,10000.0,observer,34.91935729980469,0.7959309220314026,0.07842369799066906,0.004657820768899812,0.004783758550541792,5.726076033298904e-06,3.4148050061248674e-07,3.451236134004945e-07,7.298916408068275e-05,5.412341175593152e-07,5.572489407931793e-07,0.9999988059388637,1.3050786078412682,swept,69.6,0.286,1.0,10000.0,0.08115378143783626,0.0047765868384876675,0.004927580534105316,0.9999999005856797,10000,668559939
GRB131014A,T90,BAND_BB,0.96,4.16,1.0,10000.0,observer,34.91935729980469,0.7959309220314026,0.07842369799066906,0.004657820768899812,0.004783758550541792,5.726076033298904e-06,3.4148050061248674e-07,3.451236134004945e-07,7.298916408068275e-05,5.412341175593152e-07,5.572489407931793e-07,0.9999988059388637,1.4364924166768323,swept,69.6,0.286,1.0,10000.0,0.08142985659889582,0.004792545467228779,0.004940984295994613,0.9999999155772923,10000,668559939
GRB131014A,T90,BAND_BB,0.96,4.16,1.0,10000.0,observer,34.91935729980469,0.7959309220314026,0.07842369799066906,0.004657820768899812,0.004783758550541792,5.726076033298904e-06,3.4148050061248674e-07,3.451236134004945e-07,7.298916408068275e-05,5.412341175593152e-07,5.572489407931793e-07,0.9999988059388637,1.5811388300841898,swept,69.6,0.286,1.0,10000.0,0.08173847383300721,0.004818459011522475,0.004954174315832768,0.9999999287430159,10000,668559939
GRB131014A,T90,BAND_BB,0.96,4.16,1.0,10000.0,observer,34.91935729980469,0.7959309220314026,0.07842369799066906,0.004657820768899812,0.004783758550541792,5.726076033298904e-06,3.4148050061248674e-07,3.451236134004945e-07,7.298916408068275e-05,5.412341175593152e-07,5.572489407931793e-07,0.9999988059388637,1.7403502942142053,swept,69.6,0.286,1.0,10000.0,0.08207660282217177,0.004838212700567376,0.004970606593620558,0.9999999402036392,10000,668559939
GRB131014A,T90,BAND_BB,0.96,4.16,1.0,10000.0,observer,34.91935729980469,0.7959309220314026,0.07842369799066906,0.004657820768899812,0.004783758550541792,5.726076033298904e-06,3.4148050061248674e-07,3.451236134004945e-07,7.298916408068275e-05,5.412341175593152e-07,5.572489407931793e-07,0.9999988059388637,1.9155934247786435,swept,69.6,0.286,1.0,10000.0,0.08244575576781042,0.0048513558319606825,0.0049963683954372395,0.9999999500941729,10000,668559939
GRB131014A,T90,BAND_BB,0.96,4.16,1.0,10000.0,observer,34.91935729980469,0.7959309220314026,0.07842369799066906,0.004657820768899812,0.004783758550541792,5.726076033298904e-06,3.4148050061248674e-07,3.451236134004945e-07,7.298916408068275e-05,5.412341175593152e-07,5.572489407931793e-07,0.9999988059388637,2.0,swept,69.6,0.286,1.0,10000.0,0.08262933164557404,0.00486344891179491,0.005002967693949506,0.9999999540659599,10000,668559939
GRB131014A,T90,BAND_BB,0.96,4.16,1.0,10000.0,observer,34.91935729980469,0.7959309220314026,0.07842369799066906,0.004657820768899812,0.004783758550541792,5.726076033298904e-06,3.4148050061248674e-07,3.451236134004945e-07,7.298916408068275e-05,5.412341175593152e-07,5.572489407931793e-07,0.9999988059388637,2.108482517142911,swept,69.6,0.286,1.0,10000.0,0.08286040188017299,0.004876018850622263,0.0050139332945179915,0.999999958558142,10000,668559939
GRB131014A,T90,BAND_BB,0.96,4.16,1.0,10000.0,observer,34.91935729980469,0.7959309220314026,0.07842369799066906,0.004657820768899812,0.004783758550541792,5.726076033298904e-06,3.4148050061248674e-07,3.451236134004945e-07,7.298916408068275e-05,5.412341175593152e-07,5.572489407931793e-07,0.9999988059388637,2.320794416806389,swept,69.6,0.286,1.0,10000.0,0.0833138397393478,0.004902297576539316,0.00503569051177058,0.9999999657423493,10000,668559939
GRB131014A,T90,BAND_BB,0.96,4.16,1.0,10000.0,observer,34.91935729980469,0.7959309220314026,0.07842369799066906,0.004657820768899812,0.004783758550541792,5.726076033298904e-06,3.4148050061248674e-07,3.451236134004945e-07,7.298916408068275e-05,5.412341175593152e-07,5.572489407931793e-07,0.9999988059388637,2.5544848872534636,swept,69.6,0.286,1.0,10000.0,0.08381745760146886,0.0049387917985603685,0.005065244775069144,0.9999999717923059,10000,668559939
GRB131014A,T90,BAND_BB,0.96,4.16,1.0,10000.0,observer,34.91935729980469,0.7959309220314026,0.07842369799066906,0.004657820768899812,0.004783758550541792,5.726076033298904e-06,3.4148050061248674e-07,3.451236134004945e-07,7.298916408068275e-05,5.412341175593152e-07,5.572489407931793e-07,0.9999988059388637,2.8117066259517456,swept,69.6,0.286,1.0,10000.0,0.08437487276949263,0.004974373558093062,0.005094368478000974,0.9999999768484782,10000,668559939
GRB131014A,T90,BAND_BB,0.96,4.16,1.0,10000.0,observer,34.91935729980469,0.7959309220314026,0.07842369799066906,0.004657820768899812,0.004783758550541792,5.726076033298904e-06,3.4148050061248674e-07,3.451236134004945e-07,7.298916408068275e-05,5.412341175593152e-07,5.572489407931793e-07,0.9999988059388637,3.0948290944563026,swept,69.6,0.286,1.0,10000.0,0.08499035195305983,0.005016585253993094,0.005140046811041882,0.9999999810433858,10000,668559939
