t,y_data,sigma,y_total_fit,y_pulse1,y_pulse2,y_pulse3,y_pulse4,y_pulse5,y_pulse6,y_pulse7
15.168,292.5194999999999,214.94030063416244,43.9046132760248,0.0017095559477130872,3.756949090028822e-112,7.202385409602757e-06,9.760934662968782e-08,0.073373686086843,43.82952273399548,2.2481552438696443e-53
15.232,-131.52799999999888,198.84969008187073,42.45275209375412,0.00158621293050431,5.941496120727253e-113,6.4604987456072974e-06,8.417475392522568e-08,0.06797515669572568,42.38318417945439,1.1686476341038555e-53
15.296,-69.55160000000114,201.25342626790277,41.04885649885485,0.001471765985213713,9.379328161351343e-114,5.79499308383257e-06,7.258881796431183e-08,0.06297338688399134,40.984405478403744,6.074866169611423e-54
15.36,103.4354000000003,207.90709423000874,39.69134124747875,0.0013655737383419112,1.4779867923467683e-114,5.198008906820013e-06,6.259722079770518e-08,0.0583392562212245,39.63163115691306,3.1578081890205646e-54
15.424,433.1776999999993,220.01026833915301,38.378673710243085,0.001267041035788243,2.324875453026224e-115,4.662494939678058e-06,5.398062092708197e-08,0.05404577811259999,38.323356174619136,1.641461632050476e-54
15.488,118.90600000000086,208.4905665486351,37.10937210139701,0.0011756156139309762,3.650618599817465e-116,4.182125090233197e-06,4.654984446819586e-08,0.05006794375225826,37.05812431335588,8.53241042369532e-55
15.552,-69.55980000000272,201.27083960652337,35.882003769745,0.001090785010317685,5.722398331025421e-117,3.751223918360867e-06,4.014173724456609e-08,0.04638257745988624,35.83452661590914,4.4351550382867015e-55
15.616,-242.2691000000009,194.4213994089093,34.69518354900418,0.0010120736967321642,8.954507252614783e-118,3.364699759417552e-06,3.461558700728116e-08,0.04296820257274131,34.65119987341936,2.3053772015698615e-55
15.68,118.80179999999837,208.49524625112898,33.547572165370994,0.000939040418642591,1.3988280265968541e-118,3.0179847163887417e-06,2.9850037446750304e-08,0.03980491712530225,33.506825159992296,1.1983159887611336e-55
15.744,-38.36309999999912,202.48925357518968,32.43787470016885,0.000871275726185206,2.1814885433225178e-119,2.7069808158777587e-06,2.5740426420739424e-08,0.03687427860436867,32.40012641311705,6.228693162504981e-56
15.808,369.63129999999956,217.7289297876964,31.36483910553635,0.0008083996829047468,3.396365285266108e-120,2.428011695326712e-06,2.2196490104625417e-08,0.03415919711904471,31.329869058526217,3.237567217938434e-56
15.872,-85.4644000000003,200.66392774542203,30.32725477120292,0.0007500597394630677,5.27904636758363e-121,2.177779253725706e-06,1.9140382777142344e-08,0.031643836372947334,30.294858678170872,1.6828173216521863e-56
15.936,-54.68790000000081,201.8450250506348,29.323951140477742,0.0006959287604469158,8.191866830125157e-122,1.9533247562883406e-06,1.6504968862819882e-08,0.029313521870416723,29.293939720017153,8.74684690036302e-57
16.0,212.513899999999,211.99718119305695,28.35379637365675,0.0006457031932588213,1.269121580047208e-122,1.7519939358278513e-06,1.4232349811711806e-08,0.027154655829744526,28.32599424840746,4.546346113974574e-57
16.064,369.8806999999997,217.76355183611452,27.41569605712482,0.0005991013688671769,1.963012410090361e-123,1.571405680472054e-06,1.227259353804934e-08,0.025154638314687623,27.38994073376299,2.3630337927254588e-57
16.128,-179.91789999999946,196.94120278875778,26.50859195650095,0.0005558619249266242,3.0314386628620406e-124,1.409423939451533e-06,1.0582638574471013e-08,0.02330179413102816,26.48473288043842,1.2282135417038341e-57
16.192,118.44010000000026,208.50280454636473,25.63146081223971,0.0005157423424622024,4.673979710585882e-125,1.2641325164787702e-06,9.12534892437283e-09,0.02158530506786472,25.609358491571516,6.383728203598222e-58
16.256,180.78529999999955,210.8247573222937,24.783313176167038,0.0004785175879438954,7.195209666357084e-126,1.133812454145817e-06,7.868698895327387e-09,0.019995147093863665,24.762838369804076,3.317962679123566e-58
16.32,243.43270000000166,213.14360577176078,23.963192287487605,0.00044397885316611223,1.1059230175468885e-126,1.0169217432022477e-06,6.785070043569153e-09,0.018522032147032574,23.944225252780594,1.724508150124569e-58
16.384,-69.79229999999961,201.31074989495292,23.170172986859605,0.00041193238589211725,1.697216702070337e-127,9.120771178892184e-07,5.850644815490884e-09,0.017157354182860407,23.15260278236309,8.963047427966818e-59
16.448,-149.13459999999986,198.16303951785338,22.403360667187304,0.00038219840472977757,2.600678831258733e-128,8.180377230185014e-07,5.044883590640724e-09,0.015893139170047806,22.38708450652992,4.658465342708238e-59
16.512,-306.10240000000067,191.85028493172084,21.661890259834177,0.00035461009217502135,3.97904793034209e-129,7.336904604852332e-07,4.3500736581862024e-09,0.014721998745662296,21.646812912955806,2.4211785393269256e-59
16.576,-164.77829999999994,197.55424416189305,20.944925255010077,0.0003290126601955115,6.078837932225878e-130,6.580368426461112e-07,3.750940235193246e-09,0.013637087262529103,20.93095849329957,1.2583677404603236e-59
16.64,-85.9064000000003,200.6821317851441,20.251656755133077,0.0003052624831319524,9.272925244837544e-131,5.901811977131768e-07,3.2343109948414627e-09,0.012632061981118227,20.238718837253316,6.54011206692172e-60
16.704,133.3479000000002,209.06724142093972,19.58130256001301,0.00028322629307012196,1.4124514711526085e-131,5.29320088213854e-07,2.7888267456129645e-09,0.011701046176231519,19.569317755434795,3.399066781345871e-60
16.768,149.0046999999986,209.65734550610554,18.93310628274724,0.00026278043318552386,2.1483083135088954e-132,4.747328178372018e-07,2.4046919142187137e-09,0.010838594945526215,18.922004430231016,1.7665711603892477e-60
16.832,-463.36480000000074,185.31764580774606,18.306336495260606,0.000243810164886144,3.2628088109561356e-133,4.2577291479148973e-07,2.0734593577065847e-09,0.01003966352242797,18.296052593726916,9.181202056641653e-61
16.896,-23.649099999998725,203.10172559535766,17.700285902462767,0.00022620902487925588,4.948392806213608e-134,3.818604912893823e-07,1.7878447829315106e-09,0.009299577910378286,17.690759731879172,4.771610241093311e-61
16.96,101.64079999999922,207.8783499507059,17.114270544032866,0.00020987822856695444,7.494104489006486e-135,3.4247538908879545e-07,1.5415667008396812e-09,0.008614007668707038,17.105446314118637,2.4798614835504925e-61
17.024,54.711600000001,206.11123217575533,16.54762902287951,0.00019472611643388325,1.1333493681224468e-135,3.0715103027084156e-07,1.3292084030416373e-09,0.00797894069279512,16.539455047590042,1.2888042677375301e-61
17.088,7.59480000000076,204.31198810265468,15.999721759358378,0.00018066764033074334,1.7115978797459121e-136,2.7546890073991827e-07,1.1460989311874312e-09,0.0073906598426707465,15.992150155260378,6.697976575773275e-62
17.152,-211.93970000000036,195.7097334694472,15.469930270363987,0.00016762388678004126,2.5813022788873726e-137,2.4705360138195566e-07,9.882104262891159e-10,0.006845721284822288,15.462916677150572,3.4809471936563426e-62
17.216,-71.02369999999974,201.27108119800295,14.957656472443897,0.0001555216346373739,3.887589866445841e-138,2.2156840850299293e-07,8.520696044884304e-10,0.006340934421879697,14.951159793966902,1.8090410928057542e-62
17.28,117.31079999999929,208.49142283974967,14.462322008115208,0.00014429294463352596,5.8469808034439515e-139,1.9871129116970947e-07,7.346814157125455e-10,0.005873343293966294,14.456304172430636,9.401489157534459e-63
17.344,321.5629000000008,216.05369948554258,13.983367594592359,0.0001338747785007802,8.78208593794598e-140,1.7821133845699562e-07,6.334632089888445e-10,0.005440209344005278,13.977793331625051,4.88587240180402e-63
17.408,85.60479999999961,207.2901555160087,13.520252394164022,0.0001242086455522096,1.3172965788852773e-140,1.598255544381262e-07,5.461879587590337e-10,0.005038995447133189,13.515089029699594,2.5391296627063926e-63
17.472,86.0617000000002,207.3277660448256,13.072453405484287,0.00011524027473614249,1.973305525375937e-141,1.4333598308752132e-07,4.709353053959447e-10,0.004667351111664368,13.067670670290969,1.31954728201413e-63
17.536,148.32549999999947,209.6575723687402,12.639464875069336,0.00010691931033041014,2.9521264023775063e-142,1.2854712915515887e-07,4.0604933464197084e-10,0.00432309876581343,12.635034728040013,6.857445821587382e-64
17.6,-197.1407000000013,196.29963140719713,12.220797728316166,9.91990295731323e-05,4.410728442603615e-143,1.1528364456132758e-07,3.5010216861584183e-10,0.004004221050652119,12.216694192602194,3.563667662931871e-64
17.664,179.60030000000097,210.82847467437261,11.815979019384441,9.203608064945612e-05,6.58150620387043e-144,1.0338825299147676e-07,3.018625686171547e-10,0.003708849045588582,11.812178030568088,1.8519506980793094e-64
17.728,-56.102699999999004,201.85946026957754,11.424551399305095,8.539023956747662e-05,9.808095080710323e-145,9.27198881802477e-08,2.6026885999314103e-10,0.0034352513580468164,11.421030664727324,9.6240770084309e-65
17.792,258.48749999999836,213.76925405176266,11.046072601702582,7.922418456220056e-05,1.4597993852914853e-145,8.315202389445996e-08,2.2440558423231545e-10,0.0031818240140191333,11.042811470127571,5.001338297151873e-65
17.856,-259.6748000000007,193.81115684503587,10.680114945538348,7.350328676445134e-05,2.1699788856496323e-146,7.45711758864152e-08,1.9348336529600228e-10,0.0029470810907959418,10.677094286396128,2.599027516506641e-65
17.92,-260.27610000000095,193.76766142147355,10.326264854304698,6.819541596257307e-05,3.2216347039640525e-147,6.687555811807316e-08,1.668215477863656e-10,0.002729646037471,10.323466945808885,1.3506196239711215e-65
17.984,-40.29230000000052,202.49569080615305,9.984122391117097,6.327076036923221e-05,4.7770536339494206e-148,5.997387737724021e-08,1.4383322542680977e-10,0.002528243632799967,9.981530816606217,7.018637210353513e-66
18.048,-9.0529000000015,203.70168543005113,9.653300809173004,5.8701659383950665e-05,7.074756619745734e-149,5.3784252040367706e-08,1.240123308328595e-10,0.002341692533680027,9.650900361071676,3.6472885443583656e-66
18.112,273.35479999999916,214.3041601290467,9.33342611706321,5.446244841471806e-05,1.0464896409254442e-149,4.823324220208045e-08,1.0692250283072729e-10,0.0021688983709387557,9.331202707903692,1.8953310062120834e-66
18.176,53.87440000000106,206.12551216802686,9.024136658439897,5.052931488950903e-05,1.546090222790368e-150,4.325497970640938e-08,9.218748663022789e-11,0.002008847352290491,9.022077238425549,9.849125157434474e-67
18.24,242.14359999999851,213.17293493450816,8.725082705561928,4.688016465113823e-05,2.2814743115571997e-151,3.8790387794358926e-08,7.948285583533136e-11,0.0018606003352578968,8.723175186192147,5.1180899705738836e-67
18.304,38.08119999999872,205.52833266493886,8.43592606625528,4.349449798700078e-05,3.362648803690972e-152,3.478648114079175e-08,6.85288743185714e-11,0.0017232873355802517,8.434159249566703,2.659597237731969e-67
18.368,367.4827000000005,217.7384863496612,8.15633970384164,4.035329459916669e-05,4.950361354163381e-153,3.1195738003135576e-08,5.908434103204995e-11,0.0015961024391553812,8.154703216853063,1.3820429943358353e-67
18.432,-213.65599999999858,195.66680254824377,7.886007369603993,3.743890687034249e-05,7.279239140946649e-154,2.797553705627803e-08,5.0941282427808556e-11,0.001478299087902815,7.884491603582742,7.181662364639259e-68
18.496,100.53590000000031,207.8992205775276,7.6246232473721856,3.4734960827645755e-05,1.0691360078103163e-154,2.5087652252261808e-08,4.3920375787880885e-11,0.0013691857121049145,7.623219301567681,3.731867258973016e-68
18.56,-181.86679999999978,196.95920161907708,7.37189160982623,3.222626424923618e-05,1.5684907120984275e-155,2.249779972903207e-08,3.7867002828430426e-11,0.0012681216837940716,7.37059123934252,1.939211558606676e-68
18.624,53.011299999999665,206.0899451690977,7.1275264861282785,2.9898721398834882e-05,2.2984606239380296e-156,2.0175231407592355e-08,3.264784679569302e-11,0.0011745135676175125,7.126322053631383,1.0076785600476815e-68
18.688,100.50610000000233,207.91130458707005,6.891251340507786,2.7739253910275167e-05,3.3643592048992874e-157,1.8092370468753648e-08,2.8147958218117545e-11,0.0010878116473389194,6.890135771486018,5.236205634057871e-69
18.752,115.84649999999783,208.4796592181515,6.662798761436724,2.5735727378661338e-05,4.919056708795255e-158,1.6224484395712788e-08,2.4268224781538566e-11,0.0010075067077372063,6.661765502752855,2.720879075367272e-69
18.816,-88.40850000000046,200.63956055311226,6.44191016104423,2.387688324667629e-05,7.184217054729294e-159,1.4549391712817428e-08,2.092318967863424e-11,0.0009331270531466305,6.440953142537523,1.4138381077060512e-69
18.88,-72.26109999999971,201.29154902943682,6.228335484431805,2.2152275604224122e-05,1.0480913249295072e-159,1.3047198949287279e-08,1.8039170445449402e-11,0.0008642357452578837,6.2274490833457055,7.346627904223032e-70
18.944,446.1252999999988,220.59733556246817,6.02183292856157,2.055221254712011e-05,1.5273717421075508e-160,1.1700064714088133e-08,1.5552636904707764e-11,0.0008004280440744216,6.021011936589331,3.8174586898558695e-70
19.008,37.20119999999906,205.50875049949272,5.822168670401062,1.906770176607333e-05,2.223413083884649e-161,1.0491988088784195e-08,1.3408812533098176e-11,0.0007413290370996546,5.821408263156799,1.9836206091576395e-70
19.072,-25.868399999999838,203.07921772202786,5.629116604018831,1.7690400060904338e-05,3.2331744498199777e-162,9.40861883283881e-09,1.1560468482888287e-11,0.000686591442925537,5.628412312755666,1.0307203802066754e-70
