pulse_index,episode,r0,amplitude,amplitude_err,t_peak_s,t_peak_err_stat_s,t_peak_err_sys_s,t_peak_err_s,t_v_s,t_v_err_stat_s,t_v_err_sys_s,t_v_err_s,t_s,tau1,tau2,archived_t_peak_s,archived_t_v_point_s,delta_t_peak_vs_archived_s,delta_t_v_vs_archived_s,single_pulse_t_peak_s,single_pulse_t_v_s,delta_t_peak_vs_single_pulse_s,delta_t_v_vs_single_pulse_s
1,EX0+TR1,1.1006941712522098,17375.7276778851,589.1990380302975,0.6261910243154125,0.04387725999193495,0.009644405433744896,0.04492469811329069,0.8097783838020708,0.05340122210010109,0.0029262835332997117,0.053481339335338135,-0.29675308020717595,0.9682973278267824,0.8797151407871947,0.6516266655543785,0.8098898084658213,-0.025435641238966022,-0.00011142466375047011,0.63338922945776,0.8146908517509364,-0.00719820514234748,-0.004912467948865573
2,EX0+TR1,58170.91329374358,20689.458459777055,858.3470170808828,2.4662969082336925,0.012576133600936647,0.002753642950843904,0.01287407029067886,0.5336655951355131,0.021383161354279367,0.00024408290413763245,0.021384554378505036,-7.484938179064326,2400.1032624882987,0.04125950800133708,2.4657195385753408,0.542796660334629,0.0005773696583517562,-0.009131065199115884,2.46664399922982,0.5430748194393921,-0.0003470909961276192,-0.009409224303878916
3,EX0+TR1,4.641588833612779,14896.009797873608,1294.3941601450508,1.3175283239722246,0.038248811124989554,0.0057705186014190835,0.038681655049964556,0.6332096358615461,0.0535562596576725,0.0007048231271321592,0.05356089734274977,0.2435324564078507,2.3138539540315763,0.4985047226233067,1.3196585873683695,0.6236748974115802,-0.0021302633961448603,0.009534738449965885,1.3162260273555595,0.6186050055780937,0.001302296616665144,0.01460463028345238
4,TR2+EX1,3.314632804660268,9462.013070238649,902.7485160602969,3.4638338384300416,0.07125803732093698,0.0074598433700616695,0.07164745037988372,0.40968192508402995,0.08195137541247902,0.00044133374919652635,0.08195256376389484,2.829379914653415,1.155095254743976,0.34848362482865336,3.490252186007388,0.45108880044409094,-0.026418347577346513,-0.04140687536006099,3.503364421024551,0.449232486985558,-0.03953058259450959,-0.03955056190152806
5,TR2+EX1,1.7782794100389228,11893.015618775216,1571.5849176412532,4.2788382680483865,0.07142515404111488,0.009445254679498305,0.07204696708229691,0.8254204283168355,0.04572674493247944,0.003002948767207858,0.04582524308084475,3.2017941554881353,1.4362614074844227,0.8076691432045463,4.287411313033937,0.826916154908476,-0.00857304498555056,-0.0014957265916405449,4.2962222244471695,0.8284129537631965,-0.017383956398782985,-0.002992525446360972
6,TR2+EX1,0.3317671127842857,4188.3159984469985,450.85204732756563,5.562125588586561,0.053026912844882715,0.02070226569649458,0.05692483896180159,1.3757346034808426,0.048540027599410694,0.007225446248893541,0.04907485458814118,4.46257100440724,0.6333349578100143,1.9089744986924226,5.507535743148114,1.3575823119040538,0.05458984543844725,0.01815229157678888,5.526377620688164,1.3173173840935926,0.03574796789839674,0.058417219387250086
