grb_name,episode,t_start_s,t_stop_s,model_name_joint,model_name_gbm,models_agree,kt_bb_keV_joint,kt_bb_err_keV_joint,kt_bb_keV_gbm,kt_bb_err_keV_gbm,kt_consistent_1sigma,f_bb_joint,f_bb_err_lower_joint,f_bb_err_upper_joint,f_bb_gbm,f_bb_err_lower_gbm,f_bb_err_upper_gbm,cstat_joint,dof_joint,cstat_gbm,dof_gbm,delta_cstat_joint,delta_cstat_gbm,delta_cstat_threshold,bb_required_joint,bb_required_gbm,any_bb_step_clears_threshold_gbm,recorded_winner_is_bb_gbm,status_consistent_with_threshold_gbm,kt_bb_diff_pct,kt_bb_diff_pct_err_lower,kt_bb_diff_pct_err_upper,f_bb_diff_pct,f_bb_diff_pct_err_lower,f_bb_diff_pct_err_upper,n_samples,seed
GRB131014A,T90,0.96,4.16,BAND_BB,BAND_BB,True,34.91935729980469,0.7959309220314026,35.35895538330078,0.7624894380569458,True,0.07830933737217732,0.004565229557384198,0.004748067829996108,0.08384771880051903,0.004571752644989283,0.004748222816335662,764.5357055664062,459,672.0175170898438,448,359.74908447265625,381.71343994140625,28.74,True,True,True,True,True,1.28414624637605,3.158706960745599,3.177253752119034,7.091522934731298,8.48819663015458,8.935498502532297,10000,3624228654
GRB131014A,EX0,-0.192,2.432,BAND_BB,BAND_BB,True,42.57893371582031,1.477332353591919,43.019378662109375,1.405124306678772,True,0.07182253757525246,0.006417447326276859,0.006738009965765818,0.0772015223081065,0.0065429065012850285,0.007125294746567604,614.8731079101562,459,583.5918579101562,448,179.6181640625,197.602783203125,28.74,True,True,True,True,True,1.0827753843659194,4.535286797896143,4.912614309077349,7.6199449867044855,12.653899142921576,14.448167880932626,10000,3624228654
GRB131014A,TR1,0.96,2.432,BAND_BB,BAND_BB,True,44.04874801635742,1.6161514520645142,44.48552322387695,1.5398956537246704,True,0.071753024525059,0.0068216550396613534,0.00726083941071444,0.07664744637210247,0.006923576818174654,0.007345589135768202,587.3633422851562,459,555.4505615234375,448,164.22454833984375,180.67730712890625,28.74,True,True,True,True,True,0.9368542037442418,4.948947208589795,5.21598480082168,6.657835458088879,13.552698285178893,15.638841367272317,10000,3624228654
GRB131014A,TR2,2.432,4.16,SBPL_BB,SBPL_BB,True,27.233074188232422,0.9492682218551636,28.0885009765625,0.8455477356910706,True,0.1270806747724657,0.01206154143516075,0.013537011837934348,0.14566015850609496,0.012215711527685635,0.013700075032917508,704.626953125,459,674.1587524414062,448,74.34710693359375,90.952392578125,28.74,True,True,True,True,True,3.1563526850452384,4.57565185359603,4.882311781428347,15.00648817551944,14.543628913344444,16.534090531914234,10000,3624228654
GRB131014A,EX1,2.432,6.976,BAND_BB,BAND_BB,True,28.031423568725586,1.1936372518539429,28.269025802612305,1.0260045528411865,True,0.0717812916125784,0.010546184240817033,0.012391705671514652,0.08494531410266573,0.01055547542198823,0.012057388222574489,738.43359375,459,701.5765991210938,448,30.35064697265625,46.39361572265625,28.74,True,True,True,True,True,0.8447159833287587,5.314003322375712,5.875937047693865,18.006070092287374,22.568307088268725,26.918914318384935,10000,3624228654
