pass,chi2,r0_pulse1,r0_pulse2,r0_pulse3,r0_pulse4,r0_pulse5,r0_pulse6,r0_pulse7
0,3290.907907030615,2.26030302714192,10000.0,0.1,3.651741272548377,0.2610157215682537,442.4185553847919,104.913972913631
1,2552.0484160854476,10000.0,104.91397291363101,0.4216965034285822,4869.675251658631,0.1615598098439874,562.3413251903494,10000.0
2,2330.967994867771,1154.781984689458,133.35214321633248,0.6812920690579614,10000.0,0.1,64.93816315762113,1467.79926762207
3,2097.9640351798653,714.7705767941858,133.35214321633248,1.1006941712522098,10000.0,0.1,82.54041852680186,714.7705767941858
4,1852.5470598883896,0.3317671127842858,51.089697745069294,1.7782794100389228,10000.0,0.1,133.35214321633248,0.1
