pulse_index,candidate_order,amplitude,amplitude_err,t_peak_s,t_peak_err_s,t_v_s,t_v_err_s,r0,shape,delta_chi2,amplitude_sigma
1,1,75892.98639196616,254.71425286800485,1.9560959413488594,0.004452637582523833,1.5128971686040926,0.00857249338413621,0.4216965034285822,sharp,168341.45778549823,297.95343424026834
