pulse_index,amplitude,amplitude_err,t_peak_s,t_peak_err_s,t_v_s,t_v_err_s,r0
1,12571.428205238264,164.51838018571107,0.541166828983978,0.02443200996428764,0.9078929109602306,0.04208054394483329,0.3317671127842858
2,31683.76080489203,539.0258915907905,1.2552549098556598,0.007552413679269451,0.25347231537915244,0.009039393278782119,51.089697745069294
3,110796.22524683531,1039.8003049782064,1.6936438407741032,0.0031110289784597274,0.304781886196801,0.0037896832865504863,1.7782794100389228
4,40452.44404496216,1171.7545154769448,2.123862782084142,0.0027592741219518865,0.12800000000000014,0.00486480357547806,10000.0
5,66293.57157269488,628.206223088318,2.701385953225771,0.003101197099096849,0.4876076444958958,0.00696411532584129,0.1
6,35665.91358103863,536.7838157083295,3.623844071283376,0.004176892695931206,0.3237409574847462,0.006444651440761301,133.35214321633248
7,2152.342446201916,193.7609923849483,5.213875168695693,0.0395724641668943,1.0360436118257415,0.057387276113845025,0.1
