t,y_data,sigma,y_total_fit,y_pulse1,y_pulse2,y_pulse3,y_pulse4,y_pulse5
-1.024,-105.95569999999952,213.76547259492634,1.0617538931088046e-28,0.0,1.0617538931088046e-28,0.0,0.0,0.0
-0.96,-435.80030000000033,201.27560797108828,3.200356715227607e-26,0.0,3.200356715227607e-26,0.0,0.0,0.0
-0.896,208.7035000000019,225.03564028801864,6.349070851810725e-24,0.0,6.349070851810725e-24,0.0,0.0,0.0
-0.832,287.4769999999994,227.77160941503078,8.953649131296019e-22,3.5904675809811876e-23,8.5946023731979e-22,0.0,0.0,0.0
-0.768,130.28560000000243,222.27562154337718,1.999028464960744e-08,1.999028464952547e-08,8.19710878620625e-20,0.0,0.0,0.0
-0.704,-121.20129999999926,213.19133938589835,0.0007233369743759774,0.0007233369743759717,5.667835930688372e-18,7.595243137086727e-229,0.0,0.0
-0.64,-403.5729999999994,202.53169955175596,0.1176085835465336,0.11760858354653331,2.914640451373105e-16,1.2155373153435814e-170,0.0,0.0
-0.576,-152.2809999999995,212.04736188564962,2.354054565978697,2.3540545659786853,1.1405378436961433e-14,6.7572748516210836e-133,0.0,0.0
-0.512,-356.6164999999978,204.32749796158208,16.833637061015462,16.833637061015114,3.466868238821809e-13,1.651566617598825e-106,0.0,0.0
-0.448,-105.56979999999976,213.7440825708058,67.28628986174175,67.28628986173341,8.339432333096067e-12,4.459563246188179e-87,0.0,0.0
-0.384,68.47009999999909,220.0837225968317,187.50471541127308,187.50471541111165,1.6143711619458046e-10,3.2435238946326434e-72,0.0,0.0
-0.32,-9.831000000000131,217.2755910309117,411.3890767014019,411.3890766988483,2.553595894325865e-09,1.62227500884116e-60,0.0,0.0
-0.256,68.37700000000177,220.06801487254623,764.0502672373441,764.0502672038789,3.34651477071518e-08,4.263589451517414e-51,0.0,0.0
-0.192,-88.88979999999992,214.3677036767522,1257.5972955236957,1257.5972951557378,3.679580192059305e-07,2.250622007106599e-43,0.0,0.0
-0.128,587.9001999999987,237.9152943114828,1891.1946129156067,1891.1946094818957,3.433711181207885e-06,5.987515872674224e-37,0.0,0.0
-0.064,2179.3159,285.789836066906,2653.5613570159753,2653.561329533415,2.7482559999003734e-05,1.5412024589151213e-31,0.0,0.0
0.0,3413.2531000000004,318.1076008134144,3526.2891459474745,3526.2889554610006,0.00019048647403844388,6.173668839303472e-27,0.0,0.0
0.064,5742.935900000001,371.63353137385826,4486.996131669737,4486.994978144593,0.0011535251444006953,5.486011605401378e-23,0.0,0.0
0.128,6695.397899999998,391.44131215823523,5511.881428247252,5511.8752753498975,0.006152897355057227,1.4163722439356868e-19,0.0,0.0
0.192,8673.7031,429.86436110574124,6577.583684650719,6577.554558884781,0.029125765938683074,1.3093820780395512e-16,0.0,0.0
0.256,10925.178899999999,469.81958515516703,7662.423770415949,7662.3005666245235,0.12320379142545923,5.10875607112737e-14,0.0,0.0
0.32,12594.237799999999,497.5060929936966,8747.197640989449,8746.728939702527,0.4687012869134525,9.590717615960815e-12,0.0,0.0
0.384,13350.116899999994,509.5675076512027,9815.745258018525,9814.132150080733,1.6131079368299506,9.62994828282055e-10,0.0,0.0
0.448,12995.35070000001,503.92320582281116,10855.59871225867,10850.548517215178,5.0501949871106335,5.63806715345025e-08,0.0,0.0
