grb_name,grb_dir,pulse_index,full_window_min_s,full_window_max_s,prod_window_min_s,prod_window_max_s,full_A_cts_per_s,full_t_s,full_tau1,full_tau2,full_t_peak_s,full_t_v_s,prod_t_peak_s,prod_t_v_s,t_peak_pct_diff,t_v_pct_diff,flag_gt_5pct,sse_full_range
GRB080916C,GRB080916009,1,-25.92,300.608,-1,70,1439.0515290084859,-0.801928135342792,2.7585983398814253,0.4678978210444042,0.3341802012022884,0.6283002386050845,0.3333272170896786,0.5467498322362222,0.25589992922189847,14.91548813747576,True,202420119.7185756
GRB080916C,GRB080916009,2,-25.92,300.608,-1,70,2635.6689611926554,0.3782739888083763,0.7173451716915815,6.939024609765361,2.6093445390295567,4.063789669630899,2.6069077994496324,4.006259103419197,0.09347241127740452,1.4360171103911383,False,202420119.7185756
GRB080916C,GRB080916009,3,-25.92,300.608,-1,70,700.0525181257972,4.837112960080121,3.123948196506392,0.32818264227671734,5.8496471933113,0.49322084900490165,5.862549481489658,0.4297583392182075,0.22007981713579663,14.767022299588561,True,202420119.7185756
GRB080916C,GRB080916009,4,-25.92,300.608,-1,70,1177.7927918337186,5.309315627901101,28.556040576455047,14.858102512207447,25.90758201679229,15.448465349164591,25.94098126000896,15.257552519512412,0.12875088602820048,1.2512677207437197,False,202420119.7185756
GRB080916C,GRB080916009,5,-25.92,300.608,-1,70,519.465172815585,51.47580505484616,85.65266948953347,0.45312447764929203,57.70567833780404,1.4076052866983764,57.6352524376392,1.2000134164309968,0.1221924034097629,17.299129111804938,True,202420119.7185756
GRB080916C,GRB080916009,6,-25.92,300.608,-1,70,470.8564400269116,61.443065638500315,0.5976206330476914,2.4535587029893544,62.65397327548184,1.668064430638483,62.493417782874936,1.767247282498695,0.25691584538508033,5.61227921199449,True,202420119.7185756
