t,y_data,y_fit,residual
4.376436894121478,4.09031646011393e-17,4.09031646011393e-17,0.0
4.380936695049306,4.9596467483712354e-17,4.9596467483712354e-17,0.0
4.385436495977134,6.00582804207745e-17,6.00582804207745e-17,0.0
4.3899362969049625,7.263215128695805e-17,7.263215128695805e-17,0.0
4.3944360978327905,8.772518009991533e-17,8.772518009991533e-17,0.0
4.398935898760619,1.058191785730433e-16,1.058191785730433e-16,0.0
4.403435699688447,1.2748368275971747e-16,1.2748368275971747e-16,0.0
4.407935500616274,1.5339110846437433e-16,1.5339110846437433e-16,0.0
4.412435301544102,1.8433438148722073e-16,1.8433438148722073e-16,0.0
4.41693510247193,2.2124742292784782e-16,2.2124742292784782e-16,0.0
4.421434903399758,2.652289244216563e-16,2.652289244216563e-16,0.0
4.425934704327586,3.1756991012658853e-16,3.1756991012658853e-16,0.0
4.430434505255414,3.7978565241268734e-16,3.7978565241268734e-16,0.0
4.4349343061832425,4.536525875291282e-16,4.536525875291282e-16,0.0
4.439434107111071,5.412509671389308e-16,5.412509671389308e-16,0.0
4.443933908038899,6.45014082746829e-16,6.45014082746829e-16,0.0
4.448433708966727,7.67785014060311e-16,7.67785014060311e-16,0.0
4.452933509894555,9.128819807216576e-16,9.128819807216576e-16,0.0
4.457433310822383,1.0841735212929298e-15,1.0841735212929298e-15,0.0
4.461933111750211,1.2861648857039042e-15,1.2861648857039042e-15,0.0
4.466432912678039,1.5240972096104498e-15,1.5240972096104498e-15,0.0
4.470932713605866,1.8040612434928116e-15,1.8040612434928116e-15,0.0
4.475432514533694,2.1331276383088996e-15,2.1331276383088996e-15,0.0
4.4799323154615225,2.5194960458107864e-15,2.5194960458107864e-15,0.0
4.484432116389351,2.972665578210411e-15,2.972665578210411e-15,0.0
4.488931917317179,3.50362949200015e-15,3.50362949200015e-15,0.0
4.493431718245007,4.125097317980539e-15,4.125097317980539e-15,0.0
4.497931519172835,4.851748057837915e-15,4.851748057837915e-15,0.0
4.502431320100663,5.700518511243375e-15,5.700518511243375e-15,0.0
4.50693112102849,6.690931291103033e-15,6.690931291103033e-15,0.0
4.511430921956318,7.845467633407366e-15,7.845467633407366e-15,0.0
4.515930722884146,9.189990717692486e-15,9.189990717692486e-15,0.0
4.520430523811974,1.0754225890558859e-14,1.0754225890558859e-14,0.0
4.5249303247398025,1.257230493460998e-14,1.257230493460998e-14,0.0
4.529430125667631,1.4683382355842473e-14,1.4683382355842473e-14,0.0
4.533929926595459,1.7132332581779647e-14,1.7132332581779647e-14,0.0
4.538429727523287,1.9970537979055017e-14,1.9970537979055017e-14,0.0
4.542929528451115,2.3256778721987153e-14,2.3256778721987153e-14,0.0
4.547429329378943,2.705823678300744e-14,2.705823678300744e-14,0.0
4.551929130306771,3.145162768250027e-14,3.145162768250027e-14,0.0
4.556428931234599,3.6524475141496435e-14,3.6524475141496435e-14,0.0
4.560928732162427,4.237654543847135e-14,4.237654543847135e-14,0.0
4.565428533090254,4.912146009504663e-14,4.912146009504663e-14,0.0
4.5699283340180825,5.688850751955744e-14,5.688850751955744e-14,0.0
4.574428134945911,6.582467643824332e-14,6.582467643824332e-14,0.0
4.578927935873739,7.609693635868488e-14,7.609693635868488e-14,0.0
4.583427736801567,8.78947929574939e-14,8.78947929574939e-14,0.0
4.587927537729395,1.0143314918440517e-13,1.0143314918440517e-13,0.0
4.592427338657223,1.169555060492721e-13,1.169555060492721e-13,0.0
4.596927139585051,1.347375405302352e-13,1.347375405302352e-13,0.0
4.601426940512878,1.5509110183539047e-13,1.5509110183539047e-13,0.0
4.605926741440706,1.7836867139328813e-13,1.7836867139328813e-13,0.0
4.610426542368534,2.0496833646801485e-13,2.0496833646801485e-13,0.0
4.6149263432963625,2.353393322233904e-13,2.353393322233904e-13,0.0
4.619426144224191,2.699882124301048e-13,2.699882124301048e-13,0.0
4.623925945152019,3.0948571485505245e-13,3.0948571485505245e-13,0.0
4.628425746079847,3.544743937306042e-13,3.544743937306042e-13,0.0
4.632925547007675,4.0567709861316636e-13,4.0567709861316636e-13,0.0
4.637425347935503,4.639063864477637e-13,4.639063864477637e-13,0.0
4.641925148863331,5.300749618035791e-13,5.300749618035791e-13,0.0
4.646424949791159,6.052072490830673e-13,6.052072490830673e-13,0.0
4.650924750718987,6.904522100854116e-13,6.904522100854116e-13,0.0
4.655424551646815,7.870975306786642e-13,7.870975306786642e-13,0.0
4.659924352574643,8.965853115615874e-13,8.965853115615874e-13,0.0
4.664424153502471,1.0205294102380612e-12,1.0205294102380612e-12,0.0
4.668923954430299,1.1607345944487165e-12,1.1607345944487165e-12,0.0
4.673423755358127,1.319217681475537e-12,1.319217681475537e-12,0.0
4.677923556285955,1.4982308530301694e-12,1.4982308530301694e-12,0.0
4.682423357213783,1.7002873519303717e-12,1.7002873519303717e-12,0.0
4.686923158141611,1.9281897845470585e-12,1.9281897845470585e-12,0.0
4.691422959069439,2.1850612721505994e-12,2.1850612721505994e-12,0.0
4.695922759997266,2.4743797148927545e-12,2.4743797148927545e-12,0.0
4.7004225609250945,2.8000154543263014e-12,2.8000154543263014e-12,0.0
4.704922361852923,3.1662726441884733e-12,3.1662726441884733e-12,0.0
4.709422162780751,3.5779346647677344e-12,3.5779346647677344e-12,0.0
4.713921963708579,4.040313943645155e-12,4.040313943645155e-12,0.0
4.718421764636407,4.559306575073403e-12,4.559306575073403e-12,0.0
4.722921565564235,5.141452161853011e-12,5.141452161853011e-12,0.0
4.727421366492063,5.793999337418185e-12,5.793999337418185e-12,0.0
4.731921167419891,6.524977462090733e-12,6.524977462090733e-12,0.0
4.736420968347719,7.343275026246649e-12,7.343275026246649e-12,0.0
4.740920769275547,8.25872533461667e-12,8.25872533461667e-12,0.0
4.745420570203375,9.28220009026969e-12,9.28220009026969e-12,0.0
4.7499203711312035,1.042571154417053e-11,1.042571154417053e-11,0.0
4.754420172059032,1.1702523926740898e-11,1.1702523926740898e-11,0.0
4.758919972986859,1.3127274931758604e-11,1.3127274931758604e-11,0.0
4.763419773914687,1.4716108080407068e-11,1.4716108080407068e-11,0.0
4.767919574842515,1.6486816854515636e-11,1.6486816854515636e-11,0.0
4.772419375770343,1.8459001553247605e-11,1.8459001553247605e-11,0.0
4.776919176698171,2.0654239896877354e-11,2.0654239896877354e-11,0.0
4.781418977625999,2.3096272475105925e-11,2.3096272475105925e-11,0.0
4.785918778553827,2.5811204215819108e-11,2.5811204215819108e-11,0.0
4.790418579481655,2.8827723133530102e-11,2.8827723133530102e-11,0.0
4.794918380409483,3.217733770523791e-11,3.217733770523791e-11,0.0
4.799418181337311,3.5894634315335626e-11,3.5894634315335626e-11,0.0
4.803917982265139,4.001755631076224e-11,4.001755631076224e-11,0.0
4.808417783192967,4.458770631316261e-11,4.458770631316261e-11,0.0
4.812917584120795,4.965067354660098e-11,4.965067354660098e-11,0.0
4.817417385048623,5.525638805775896e-11,5.525638805775896e-11,0.0
4.821917185976451,6.145950383079593e-11,6.145950383079593e-11,0.0
4.826416986904279,6.831981293151525e-11,6.831981293151525e-11,0.0
4.830916787832107,7.590269295547977e-11,7.590269295547977e-11,0.0
